document_id,neighbor_document_id,neighbor_rank,cosine_distance,source_case_pack_id,neighbor_case_pack_id,same_case_pack,source_title,neighbor_title
doc_0069,doc_0065,1,0.0350688695907592,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-D32, Mission Report, Syria, October 2024","DOW-UAP-D14, Mission Report, Iraq, May 2022"
doc_0069,doc_0067,2,0.0408546924591064,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-D32, Mission Report, Syria, October 2024","DOW-UAP-D18, Mission Report, Iraq, December 2022"
doc_0069,doc_0066,3,0.0432881116867065,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-D32, Mission Report, Syria, October 2024","DOW-UAP-D16, Mission Report, Syria, July 2022"
doc_0069,doc_0064,4,0.045284628868103,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-D32, Mission Report, Syria, October 2024","DOW-UAP-D10, Mission Report, Middle East, May 2022"
doc_0069,doc_0077,5,0.063776671886444,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-D32, Mission Report, Syria, October 2024","DOW-UAP-PR39, Unresolved UAP Report, Middle East, 2020"
doc_0070,doc_0071,1,0.0659718513488769,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,True,"DOW-UAP-D33, Mission Report, Greece, October 2023","DOW-UAP-D35, Mission Report, Greece, October 2023"
doc_0070,doc_0080,2,0.067776083946228,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-D33, Mission Report, Greece, October 2023","DOW-UAP-PR42, Unresolved UAP Report, Middle East, 2020"
doc_0070,doc_0084,3,0.0704051852226257,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0017_Department_of_War_operational_reports_INDOPACOM,False,"DOW-UAP-D33, Mission Report, Greece, October 2023","DOW-UAP-PR46, Unresolved UAP Report, INDOPACOM, 2024"
doc_0070,doc_0065,4,0.0745483040809631,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,False,"DOW-UAP-D33, Mission Report, Greece, October 2023","DOW-UAP-D14, Mission Report, Iraq, May 2022"
doc_0070,doc_0077,5,0.075181245803833,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-D33, Mission Report, Greece, October 2023","DOW-UAP-PR39, Unresolved UAP Report, Middle East, 2020"
doc_0066,doc_0065,1,0.0366098880767822,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-D16, Mission Report, Syria, July 2022","DOW-UAP-D14, Mission Report, Iraq, May 2022"
doc_0066,doc_0069,2,0.0432881116867065,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-D16, Mission Report, Syria, July 2022","DOW-UAP-D32, Mission Report, Syria, October 2024"
doc_0066,doc_0067,3,0.050861120223999,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-D16, Mission Report, Syria, July 2022","DOW-UAP-D18, Mission Report, Iraq, December 2022"
doc_0066,doc_0064,4,0.0612810850143432,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-D16, Mission Report, Syria, July 2022","DOW-UAP-D10, Mission Report, Middle East, May 2022"
doc_0066,doc_0077,5,0.0701758861541748,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-D16, Mission Report, Syria, July 2022","DOW-UAP-PR39, Unresolved UAP Report, Middle East, 2020"
doc_0072,doc_0082,1,0.04768568277359,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-D38, Range Fouler Debrief, Middle East, May 2020","DOW-UAP-PR44, Unresolved UAP Report, Middle East, 2020"
doc_0072,doc_0080,2,0.0633830428123474,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-D38, Range Fouler Debrief, Middle East, May 2020","DOW-UAP-PR42, Unresolved UAP Report, Middle East, 2020"
doc_0072,doc_0075,3,0.0648085474967956,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-D38, Range Fouler Debrief, Middle East, May 2020","DOW-UAP-PR37, Unresolved UAP Report, Middle East, 2020"
doc_0072,doc_0077,4,0.07474285364151,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-D38, Range Fouler Debrief, Middle East, May 2020","DOW-UAP-PR39, Unresolved UAP Report, Middle East, 2020"
doc_0072,doc_0070,5,0.0956407189369201,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,False,"DOW-UAP-D38, Range Fouler Debrief, Middle East, May 2020","DOW-UAP-D33, Mission Report, Greece, October 2023"
doc_0071,doc_0073,1,0.032400369644165,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,True,"DOW-UAP-D35, Mission Report, Greece, October 2023","DOW-UAP-PR28, Unresolved UAP Report, Greece, January 2024"
doc_0071,doc_0068,2,0.047950267791748,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,False,"DOW-UAP-D35, Mission Report, Greece, October 2023","DOW-UAP-D23, Mission Report, United Arab Emirates, October 2023"
doc_0071,doc_0070,3,0.0659718513488769,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,True,"DOW-UAP-D35, Mission Report, Greece, October 2023","DOW-UAP-D33, Mission Report, Greece, October 2023"
doc_0071,doc_0074,4,0.0704700350761413,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,False,"DOW-UAP-D35, Mission Report, Greece, October 2023","DOW-UAP-PR29, Unresolved UAP Report, United Arab Emirates, June 2024"
doc_0071,doc_0087,5,0.0719391703605651,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,True,"DOW-UAP-D35, Mission Report, Greece, October 2023","DOW-UAP-PR49, Unresolved UAP Report, Department of the Army, 2026"
doc_0075,doc_0077,1,0.0249576568603515,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-PR37, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR39, Unresolved UAP Report, Middle East, 2020"
doc_0075,doc_0080,2,0.0482879281044006,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-PR37, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR42, Unresolved UAP Report, Middle East, 2020"
doc_0075,doc_0084,3,0.0529462099075317,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0017_Department_of_War_operational_reports_INDOPACOM,False,"DOW-UAP-PR37, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR46, Unresolved UAP Report, INDOPACOM, 2024"
doc_0075,doc_0064,4,0.056397259235382,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,False,"DOW-UAP-PR37, Unresolved UAP Report, Middle East, 2020","DOW-UAP-D10, Mission Report, Middle East, May 2022"
doc_0075,doc_0082,5,0.0580519437789917,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-PR37, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR44, Unresolved UAP Report, Middle East, 2020"
doc_0068,doc_0074,1,0.033886432647705,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,False,"DOW-UAP-D23, Mission Report, United Arab Emirates, October 2023","DOW-UAP-PR29, Unresolved UAP Report, United Arab Emirates, June 2024"
doc_0068,doc_0079,2,0.0425692796707153,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-D23, Mission Report, United Arab Emirates, October 2023","DOW-UAP-PR41, Unresolved UAP Report, Middle East, 2020"
doc_0068,doc_0071,3,0.047950267791748,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,False,"DOW-UAP-D23, Mission Report, United Arab Emirates, October 2023","DOW-UAP-D35, Mission Report, Greece, October 2023"
doc_0068,doc_0078,4,0.0486088991165161,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-D23, Mission Report, United Arab Emirates, October 2023","DOW-UAP-PR40, Unresolved UAP Report, Middle East, 2020"
doc_0068,doc_0076,5,0.0516202449798584,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,False,"DOW-UAP-D23, Mission Report, United Arab Emirates, October 2023","DOW-UAP-PR38, Unresolved UAP Report, Middle East, 2013"
doc_0074,doc_0068,1,0.033886432647705,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,False,"DOW-UAP-PR29, Unresolved UAP Report, United Arab Emirates, June 2024","DOW-UAP-D23, Mission Report, United Arab Emirates, October 2023"
doc_0074,doc_0079,2,0.0403313636779785,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-PR29, Unresolved UAP Report, United Arab Emirates, June 2024","DOW-UAP-PR41, Unresolved UAP Report, Middle East, 2020"
doc_0074,doc_0078,3,0.0440980195999145,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-PR29, Unresolved UAP Report, United Arab Emirates, June 2024","DOW-UAP-PR40, Unresolved UAP Report, Middle East, 2020"
doc_0074,doc_0083,4,0.0576049089431762,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,False,"DOW-UAP-PR29, Unresolved UAP Report, United Arab Emirates, June 2024","DOW-UAP-PR45, Unresolved UAP Report, Middle East, 2020"
doc_0074,doc_0087,5,0.0602979063987731,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,False,"DOW-UAP-PR29, Unresolved UAP Report, United Arab Emirates, June 2024","DOW-UAP-PR49, Unresolved UAP Report, Department of the Army, 2026"
doc_0077,doc_0075,1,0.0249576568603515,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-PR39, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR37, Unresolved UAP Report, Middle East, 2020"
doc_0077,doc_0080,2,0.042745292186737,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-PR39, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR42, Unresolved UAP Report, Middle East, 2020"
doc_0077,doc_0084,3,0.0478162765502929,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0017_Department_of_War_operational_reports_INDOPACOM,False,"DOW-UAP-PR39, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR46, Unresolved UAP Report, INDOPACOM, 2024"
doc_0077,doc_0064,4,0.0513312816619873,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,False,"DOW-UAP-PR39, Unresolved UAP Report, Middle East, 2020","DOW-UAP-D10, Mission Report, Middle East, May 2022"
doc_0077,doc_0081,5,0.0563350319862365,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,False,"DOW-UAP-PR39, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR43, Unresolved UAP Report, Africa, 2025"
doc_0073,doc_0071,1,0.032400369644165,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,True,"DOW-UAP-PR28, Unresolved UAP Report, Greece, January 2024","DOW-UAP-D35, Mission Report, Greece, October 2023"
doc_0073,doc_0087,2,0.052794337272644,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,True,"DOW-UAP-PR28, Unresolved UAP Report, Greece, January 2024","DOW-UAP-PR49, Unresolved UAP Report, Department of the Army, 2026"
doc_0073,doc_0083,3,0.057365596294403,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,False,"DOW-UAP-PR28, Unresolved UAP Report, Greece, January 2024","DOW-UAP-PR45, Unresolved UAP Report, Middle East, 2020"
doc_0073,doc_0068,4,0.0603237152099609,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,False,"DOW-UAP-PR28, Unresolved UAP Report, Greece, January 2024","DOW-UAP-D23, Mission Report, United Arab Emirates, October 2023"
doc_0073,doc_0076,5,0.0646645426750183,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,False,"DOW-UAP-PR28, Unresolved UAP Report, Greece, January 2024","DOW-UAP-PR38, Unresolved UAP Report, Middle East, 2013"
doc_0080,doc_0082,1,0.0400264263153076,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-PR42, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR44, Unresolved UAP Report, Middle East, 2020"
doc_0080,doc_0077,2,0.042745292186737,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-PR42, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR39, Unresolved UAP Report, Middle East, 2020"
doc_0080,doc_0075,3,0.0482879281044006,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-PR42, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR37, Unresolved UAP Report, Middle East, 2020"
doc_0080,doc_0072,4,0.0633830428123474,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,False,"DOW-UAP-PR42, Unresolved UAP Report, Middle East, 2020","DOW-UAP-D38, Range Fouler Debrief, Middle East, May 2020"
doc_0080,doc_0084,5,0.0662126541137695,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0017_Department_of_War_operational_reports_INDOPACOM,False,"DOW-UAP-PR42, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR46, Unresolved UAP Report, INDOPACOM, 2024"
doc_0076,doc_0079,1,0.0314774513244628,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-PR38, Unresolved UAP Report, Middle East, 2013","DOW-UAP-PR41, Unresolved UAP Report, Middle East, 2020"
doc_0076,doc_0078,2,0.0323514938354492,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-PR38, Unresolved UAP Report, Middle East, 2013","DOW-UAP-PR40, Unresolved UAP Report, Middle East, 2020"
doc_0076,doc_0083,3,0.0386692285537719,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-PR38, Unresolved UAP Report, Middle East, 2013","DOW-UAP-PR45, Unresolved UAP Report, Middle East, 2020"
doc_0076,doc_0068,4,0.0516202449798584,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,False,"DOW-UAP-PR38, Unresolved UAP Report, Middle East, 2013","DOW-UAP-D23, Mission Report, United Arab Emirates, October 2023"
doc_0076,doc_0087,5,0.0597424507141113,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,False,"DOW-UAP-PR38, Unresolved UAP Report, Middle East, 2013","DOW-UAP-PR49, Unresolved UAP Report, Department of the Army, 2026"
doc_0081,doc_0077,1,0.0563350319862365,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-PR43, Unresolved UAP Report, Africa, 2025","DOW-UAP-PR39, Unresolved UAP Report, Middle East, 2020"
doc_0081,doc_0084,2,0.0566463470458984,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,case_pack_0017_Department_of_War_operational_reports_INDOPACOM,False,"DOW-UAP-PR43, Unresolved UAP Report, Africa, 2025","DOW-UAP-PR46, Unresolved UAP Report, INDOPACOM, 2024"
doc_0081,doc_0065,3,0.0643710494041442,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,False,"DOW-UAP-PR43, Unresolved UAP Report, Africa, 2025","DOW-UAP-D14, Mission Report, Iraq, May 2022"
doc_0081,doc_0075,4,0.0673617720603942,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-PR43, Unresolved UAP Report, Africa, 2025","DOW-UAP-PR37, Unresolved UAP Report, Middle East, 2020"
doc_0081,doc_0064,5,0.0674405694007873,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,False,"DOW-UAP-PR43, Unresolved UAP Report, Africa, 2025","DOW-UAP-D10, Mission Report, Middle East, May 2022"
doc_0082,doc_0080,1,0.0400264263153076,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-PR44, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR42, Unresolved UAP Report, Middle East, 2020"
doc_0082,doc_0072,2,0.04768568277359,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,False,"DOW-UAP-PR44, Unresolved UAP Report, Middle East, 2020","DOW-UAP-D38, Range Fouler Debrief, Middle East, May 2020"
doc_0082,doc_0077,3,0.0577947497367858,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-PR44, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR39, Unresolved UAP Report, Middle East, 2020"
doc_0082,doc_0075,4,0.0580519437789917,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-PR44, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR37, Unresolved UAP Report, Middle East, 2020"
doc_0082,doc_0070,5,0.0795012712478637,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,False,"DOW-UAP-PR44, Unresolved UAP Report, Middle East, 2020","DOW-UAP-D33, Mission Report, Greece, October 2023"
doc_0078,doc_0079,1,0.0111971497535705,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-PR40, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR41, Unresolved UAP Report, Middle East, 2020"
doc_0078,doc_0076,2,0.0323514938354492,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,False,"DOW-UAP-PR40, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR38, Unresolved UAP Report, Middle East, 2013"
doc_0078,doc_0083,3,0.04300457239151,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,False,"DOW-UAP-PR40, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR45, Unresolved UAP Report, Middle East, 2020"
doc_0078,doc_0074,4,0.0440980195999145,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,False,"DOW-UAP-PR40, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR29, Unresolved UAP Report, United Arab Emirates, June 2024"
doc_0078,doc_0068,5,0.0486088991165161,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,False,"DOW-UAP-PR40, Unresolved UAP Report, Middle East, 2020","DOW-UAP-D23, Mission Report, United Arab Emirates, October 2023"
doc_0084,doc_0077,1,0.0478162765502929,case_pack_0017_Department_of_War_operational_reports_INDOPACOM,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-PR46, Unresolved UAP Report, INDOPACOM, 2024","DOW-UAP-PR39, Unresolved UAP Report, Middle East, 2020"
doc_0084,doc_0075,2,0.0529462099075317,case_pack_0017_Department_of_War_operational_reports_INDOPACOM,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-PR46, Unresolved UAP Report, INDOPACOM, 2024","DOW-UAP-PR37, Unresolved UAP Report, Middle East, 2020"
doc_0084,doc_0081,3,0.0566463470458984,case_pack_0017_Department_of_War_operational_reports_INDOPACOM,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,False,"DOW-UAP-PR46, Unresolved UAP Report, INDOPACOM, 2024","DOW-UAP-PR43, Unresolved UAP Report, Africa, 2025"
doc_0084,doc_0064,4,0.0660162568092346,case_pack_0017_Department_of_War_operational_reports_INDOPACOM,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,False,"DOW-UAP-PR46, Unresolved UAP Report, INDOPACOM, 2024","DOW-UAP-D10, Mission Report, Middle East, May 2022"
doc_0084,doc_0080,5,0.0662126541137695,case_pack_0017_Department_of_War_operational_reports_INDOPACOM,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-PR46, Unresolved UAP Report, INDOPACOM, 2024","DOW-UAP-PR42, Unresolved UAP Report, Middle East, 2020"
doc_0083,doc_0079,1,0.0380976200103759,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-PR45, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR41, Unresolved UAP Report, Middle East, 2020"
doc_0083,doc_0076,2,0.0386692285537719,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-PR45, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR38, Unresolved UAP Report, Middle East, 2013"
doc_0083,doc_0078,3,0.04300457239151,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-PR45, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR40, Unresolved UAP Report, Middle East, 2020"
doc_0083,doc_0087,4,0.0467705726623535,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,False,"DOW-UAP-PR45, Unresolved UAP Report, Middle East, 2020","DOW-UAP-PR49, Unresolved UAP Report, Department of the Army, 2026"
doc_0083,doc_0068,5,0.0542274713516235,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,False,"DOW-UAP-PR45, Unresolved UAP Report, Middle East, 2020","DOW-UAP-D23, Mission Report, United Arab Emirates, October 2023"
doc_0085,doc_0086,1,0.0463737249374389,case_pack_0017_Department_of_War_operational_reports_INDOPACOM,case_pack_0017_Department_of_War_operational_reports_INDOPACOM,True,"DOW-UAP-PR47, Unresolved UAP Report, INDOPACOM, 2023","DOW-UAP-PR48, Unresolved UAP Report, INDOPACOM, 2024"
doc_0085,doc_0083,2,0.0552963614463806,case_pack_0017_Department_of_War_operational_reports_INDOPACOM,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,False,"DOW-UAP-PR47, Unresolved UAP Report, INDOPACOM, 2023","DOW-UAP-PR45, Unresolved UAP Report, Middle East, 2020"
doc_0085,doc_0087,3,0.0592846274375915,case_pack_0017_Department_of_War_operational_reports_INDOPACOM,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,False,"DOW-UAP-PR47, Unresolved UAP Report, INDOPACOM, 2023","DOW-UAP-PR49, Unresolved UAP Report, Department of the Army, 2026"
doc_0085,doc_0076,4,0.0645965337753295,case_pack_0017_Department_of_War_operational_reports_INDOPACOM,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,False,"DOW-UAP-PR47, Unresolved UAP Report, INDOPACOM, 2023","DOW-UAP-PR38, Unresolved UAP Report, Middle East, 2013"
doc_0085,doc_0073,5,0.0695050954818725,case_pack_0017_Department_of_War_operational_reports_INDOPACOM,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,False,"DOW-UAP-PR47, Unresolved UAP Report, INDOPACOM, 2023","DOW-UAP-PR28, Unresolved UAP Report, Greece, January 2024"
