document_id,Title,Agency,File Group,Output Path,variant,cluster,pca_1,pca_2
doc_0052,"DOW-UAP-PR21, Unresolved UAP Report, Iraq, May 2022",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR21__Unresolved_UAP_Report__Iraq__May_2022.pdf,agency_modality_controlled,0,0.12721094,0.48032448
doc_0053,"DOW-UAP-PR22, Unresolved UAP Report, Syria, July 2022",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR22__Unresolved_UAP_Report__Syria__July_2022.pdf,agency_modality_controlled,0,-0.06336422,0.32726252
doc_0055,"DOW-UAP-PR26, Unresolved UAP Report, United Arab Emirates, October 2023",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR26__Unresolved_UAP_Report__United_Arab_Emirates__October_2023.pdf,agency_modality_controlled,0,0.07478092,0.5862294
doc_0056,"DOW-UAP-PR27, Unresolved UAP Report, United Arab Emirates, October 2023",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR27__Unresolved_UAP_Report__United_Arab_Emirates__October_2023.pdf,agency_modality_controlled,0,0.09661741,0.59394956
doc_0054,"DOW-UAP-PR23, Unresolved UAP Report, Iraq, December 2022",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR23__Unresolved_UAP_Report__Iraq__December_2022.pdf,agency_modality_controlled,0,0.07910915,0.5350076
doc_0057,"DOW-UAP-PR31, Unresolved UAP Report, Syria, October 2024",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR31__Unresolved_UAP_Report__Syria__October_2024.pdf,agency_modality_controlled,0,-0.010649071,0.5440549
doc_0058,"DOW-UAP-PR32, Unresolved UAP Report, Syria, October 2024",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR32__Unresolved_UAP_Report__Syria__October_2024.pdf,agency_modality_controlled,0,-0.022132713,0.5141665
doc_0059,"DOW-UAP-PR33, Unresolved UAP Report, Syria, October 2024",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR33__Unresolved_UAP_Report__Syria__October_2024.pdf,agency_modality_controlled,0,-0.024457967,0.50240695
doc_0060,"DOW-UAP-PR34, Unresolved UAP Report, Greece, October 2023",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR34__Unresolved_UAP_Report__Greece__October_2023.pdf,agency_modality_controlled,0,0.016703289,0.2791354
doc_0061,"DOW-UAP-PR35, Unresolved UAP Report, Greece, October 2023",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR35__Unresolved_UAP_Report__Greece__October_2023.pdf,agency_modality_controlled,0,0.0065225135,0.26987314
doc_0063,Western US Event,Department of War,PDF,ufo_release/Department of War/PDF/Western_US_Event.pdf,agency_modality_controlled,1,-0.26955706,-0.10700348
doc_0062,"DOW-UAP-PR36, Unresolved UAP Report, Middle East, May 2020",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR36__Unresolved_UAP_Report__Middle_East__May_2020.pdf,agency_modality_controlled,1,-0.25808796,-0.15196112
doc_0064,"DOW-UAP-D10, Mission Report, Middle East, May 2022",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-D10__Mission_Report__Middle_East__May_2022.mp4,agency_modality_controlled,1,-0.17086282,-0.34657434
doc_0067,"DOW-UAP-D18, Mission Report, Iraq, December 2022",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-D18__Mission_Report__Iraq__December_2022.mp4,agency_modality_controlled,1,-0.1078612,-0.1676392
doc_0065,"DOW-UAP-D14, Mission Report, Iraq, May 2022",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-D14__Mission_Report__Iraq__May_2022.mp4,agency_modality_controlled,1,-0.1677593,-0.23936784
doc_0069,"DOW-UAP-D32, Mission Report, Syria, October 2024",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-D32__Mission_Report__Syria__October_2024.mp4,agency_modality_controlled,1,-0.15454553,-0.2782076
doc_0070,"DOW-UAP-D33, Mission Report, Greece, October 2023",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-D33__Mission_Report__Greece__October_2023.mp4,agency_modality_controlled,1,-0.0884238,-0.25786796
doc_0066,"DOW-UAP-D16, Mission Report, Syria, July 2022",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-D16__Mission_Report__Syria__July_2022.mp4,agency_modality_controlled,1,-0.08522297,-0.048296995
doc_0072,"DOW-UAP-D38, Range Fouler Debrief, Middle East, May 2020",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-D38__Range_Fouler_Debrief__Middle_East__May_2020.mp4,agency_modality_controlled,2,-0.0070285997,-0.37579387
doc_0071,"DOW-UAP-D35, Mission Report, Greece, October 2023",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-D35__Mission_Report__Greece__October_2023.mp4,agency_modality_controlled,0,0.13611394,0.25879353
doc_0075,"DOW-UAP-PR37, Unresolved UAP Report, Middle East, 2020",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-PR37__Unresolved_UAP_Report__Middle_East__2020.mp4,agency_modality_controlled,1,-0.08268848,-0.2632362
doc_0068,"DOW-UAP-D23, Mission Report, United Arab Emirates, October 2023",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-D23__Mission_Report__United_Arab_Emirates__October_2023.mp4,agency_modality_controlled,0,0.10849826,0.4473842
doc_0074,"DOW-UAP-PR29, Unresolved UAP Report, United Arab Emirates, June 2024",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-PR29__Unresolved_UAP_Report__United_Arab_Emirates__June_2024.mp4,agency_modality_controlled,0,0.14544003,0.29847872
doc_0077,"DOW-UAP-PR39, Unresolved UAP Report, Middle East, 2020",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-PR39__Unresolved_UAP_Report__Middle_East__2020.mp4,agency_modality_controlled,1,-0.14038888,-0.32468677
doc_0073,"DOW-UAP-PR28, Unresolved UAP Report, Greece, January 2024",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-PR28__Unresolved_UAP_Report__Greece__January_2024.mp4,agency_modality_controlled,0,0.1817886,0.30580053
doc_0080,"DOW-UAP-PR42, Unresolved UAP Report, Middle East, 2020",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-PR42__Unresolved_UAP_Report__Middle_East__2020.mp4,agency_modality_controlled,2,-0.013570397,-0.35938156
doc_0076,"DOW-UAP-PR38, Unresolved UAP Report, Middle East, 2013",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-PR38__Unresolved_UAP_Report__Middle_East__2013.mp4,agency_modality_controlled,0,0.28616878,0.37489215
doc_0081,"DOW-UAP-PR43, Unresolved UAP Report, Africa, 2025",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-PR43__Unresolved_UAP_Report__Africa__2025.mp4,agency_modality_controlled,1,-0.08756671,-0.25059193
doc_0082,"DOW-UAP-PR44, Unresolved UAP Report, Middle East, 2020",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-PR44__Unresolved_UAP_Report__Middle_East__2020.mp4,agency_modality_controlled,2,0.029649884,-0.33915198
doc_0078,"DOW-UAP-PR40, Unresolved UAP Report, Middle East, 2020",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-PR40__Unresolved_UAP_Report__Middle_East__2020.mp4,agency_modality_controlled,0,0.2433484,0.40501925
doc_0084,"DOW-UAP-PR46, Unresolved UAP Report, INDOPACOM, 2024",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-PR46__Unresolved_UAP_Report__INDOPACOM__2024.mp4,agency_modality_controlled,1,-0.115707494,-0.36888397
doc_0083,"DOW-UAP-PR45, Unresolved UAP Report, Middle East, 2020",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-PR45__Unresolved_UAP_Report__Middle_East__2020.mp4,agency_modality_controlled,0,0.074305385,0.30965805
doc_0085,"DOW-UAP-PR47, Unresolved UAP Report, INDOPACOM, 2023",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-PR47__Unresolved_UAP_Report__INDOPACOM__2023.mp4,agency_modality_controlled,0,0.1794786,0.20517582
doc_0088,FBI Photo A1,FBI,IMG,ufo_release/FBI/IMG/FBI_Photo_A1.png,agency_modality_controlled,4,0.015438106,0.013886494
doc_0079,"DOW-UAP-PR41, Unresolved UAP Report, Middle East, 2020",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-PR41__Unresolved_UAP_Report__Middle_East__2020.mp4,agency_modality_controlled,0,0.19313188,0.36458603
doc_0089,FBI Photo A2,FBI,IMG,ufo_release/FBI/IMG/FBI_Photo_A2.png,agency_modality_controlled,4,-0.011786182,0.123929456
doc_0090,FBI Photo A3,FBI,IMG,ufo_release/FBI/IMG/FBI_Photo_A3.png,agency_modality_controlled,4,0.07027245,0.114260785
doc_0091,FBI Photo A4,FBI,IMG,ufo_release/FBI/IMG/FBI_Photo_A4.png,agency_modality_controlled,4,-0.07141501,0.102595545
doc_0093,FBI Photo A6,FBI,IMG,ufo_release/FBI/IMG/FBI_Photo_A6.png,agency_modality_controlled,4,0.027584372,0.075359315
doc_0092,FBI Photo A5,FBI,IMG,ufo_release/FBI/IMG/FBI_Photo_A5.png,agency_modality_controlled,4,0.025165802,0.059849296
doc_0094,FBI Photo A7,FBI,IMG,ufo_release/FBI/IMG/FBI_Photo_A7.png,agency_modality_controlled,4,0.06622564,0.027078887
doc_0095,FBI Photo A8,FBI,IMG,ufo_release/FBI/IMG/FBI_Photo_A8.png,agency_modality_controlled,4,-0.0061365794,0.044051047
doc_0096,65_HS1-101634279_100-DE-18221_Serial_844,FBI,PDF,ufo_release/FBI/PDF/65_HS1-101634279_100-DE-18221_Serial_844.pdf,agency_modality_controlled,3,0.48482892,0.0060878443
doc_0097,65_HS1-101634279_100-DE-26505,FBI,PDF,ufo_release/FBI/PDF/65_HS1-101634279_100-DE-26505.pdf,agency_modality_controlled,3,0.6596491,0.01777527
doc_0087,"DOW-UAP-PR49, Unresolved UAP Report, Department of the Army, 2026",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-PR49__Unresolved_UAP_Report__Department_of_the_Army__2026.mp4,agency_modality_controlled,0,0.11405352,0.1394916
doc_0086,"DOW-UAP-PR48, Unresolved UAP Report, INDOPACOM, 2024",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-PR48__Unresolved_UAP_Report__INDOPACOM__2024.mp4,agency_modality_controlled,0,0.30523846,0.28210694
doc_0098,65_HS1-834228961_62-HQ-83894_SUB_A,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_SUB_A.pdf,agency_modality_controlled,3,0.89246505,-0.07764536
doc_0099,65_HS1-834228961_62-HQ-83894_Section_1,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Section_1.pdf,agency_modality_controlled,3,0.9342942,-0.11345527
doc_0100,65_HS1-834228961_62-HQ-83894_Section_10,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Section_10.pdf,agency_modality_controlled,3,0.9344223,-0.059357602
doc_0101,65_HS1-834228961_62-HQ-83894_Section_2,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Section_2.pdf,agency_modality_controlled,3,0.94014424,-0.08996478
doc_0102,65_HS1-834228961_62-HQ-83894_Section_3,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Section_3.pdf,agency_modality_controlled,3,0.90715855,-0.096511886
doc_0103,65_HS1-834228961_62-HQ-83894_Section_4,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Section_4.pdf,agency_modality_controlled,3,0.9548655,-0.103796974
doc_0104,65_HS1-834228961_62-HQ-83894_Section_5,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Section_5.pdf,agency_modality_controlled,3,0.94726557,-0.09178748
doc_0105,65_HS1-834228961_62-HQ-83894_Section_6,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Section_6.pdf,agency_modality_controlled,3,0.96339506,-0.089381
doc_0106,65_HS1-834228961_62-HQ-83894_Section_7,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Section_7.pdf,agency_modality_controlled,3,0.9622406,-0.089591786
doc_0107,65_HS1-834228961_62-HQ-83894_Section_8,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Section_8.pdf,agency_modality_controlled,3,0.95505697,-0.059779786
doc_0108,65_HS1-834228961_62-HQ-83894_Section_9,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Section_9.pdf,agency_modality_controlled,3,0.94942164,-0.041700047
doc_0109,65_HS1-834228961_62-HQ-83894_Serial_130,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Serial_130.pdf,agency_modality_controlled,3,0.8837101,-0.057078604
doc_0110,65_HS1-834228961_62-HQ-83894_Serial_153,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Serial_153.pdf,agency_modality_controlled,3,0.65432835,-0.12832026
doc_0111,65_HS1-834228961_62-HQ-83894_Serial_164,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Serial_164.pdf,agency_modality_controlled,3,0.79664534,-0.044568464
doc_0112,65_HS1-834228961_62-HQ-83894_Serial_220,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Serial_220.pdf,agency_modality_controlled,3,0.6762195,-0.08422824
doc_0114,65_HS1-834228961_62-HQ-83894_Serial_438,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Serial_438.pdf,agency_modality_controlled,3,0.72610873,-0.055715162
doc_0113,65_HS1-834228961_62-HQ-83894_Serial_403,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Serial_403.pdf,agency_modality_controlled,3,0.61403364,-0.08808261
doc_0115,65_HS1-834228961_62-HQ-83894_Serial_449,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Serial_449.pdf,agency_modality_controlled,3,0.7987397,-0.112756856
doc_0118,FBI Photo B11,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B11.pdf,agency_modality_controlled,1,-0.8599475,-0.09084951
doc_0117,FBI Photo B10,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B10.pdf,agency_modality_controlled,1,-0.8394758,-0.07638133
doc_0116,FBI Photo B1,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B1.pdf,agency_modality_controlled,1,-0.83540535,-0.055274494
doc_0119,FBI Photo B12,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B12.pdf,agency_modality_controlled,1,-0.85300195,-0.043620676
doc_0120,FBI Photo B13,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B13.pdf,agency_modality_controlled,1,-0.80306727,-0.030009631
doc_0121,FBI Photo B14,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B14.pdf,agency_modality_controlled,1,-0.845767,-0.09271995
doc_0122,FBI Photo B15,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B15.pdf,agency_modality_controlled,1,-0.8373289,-0.076857276
doc_0123,FBI Photo B16,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B16.pdf,agency_modality_controlled,1,-0.8491992,-0.070812345
doc_0124,FBI Photo B17,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B17.pdf,agency_modality_controlled,1,-0.7928846,-0.072714105
doc_0126,FBI Photo B19,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B19.pdf,agency_modality_controlled,1,-0.7697131,-0.08758495
doc_0125,FBI Photo B18,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B18.pdf,agency_modality_controlled,1,-0.7998701,-0.05583532
doc_0128,FBI Photo B20,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B20.pdf,agency_modality_controlled,1,-0.8413192,-0.10618327
doc_0127,FBI Photo B2,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B2.pdf,agency_modality_controlled,1,-0.8545699,-0.08344097
doc_0130,FBI Photo B22,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B22.pdf,agency_modality_controlled,1,-0.7958902,-0.0379602
doc_0129,FBI Photo B21,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B21.pdf,agency_modality_controlled,1,-0.85388047,-0.08333321
doc_0131,FBI Photo B23,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B23.pdf,agency_modality_controlled,1,-0.8160113,-0.10284029
doc_0132,FBI Photo B24,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B24.pdf,agency_modality_controlled,1,-0.83232945,-0.08510018
doc_0134,FBI Photo B4,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B4.pdf,agency_modality_controlled,1,-0.8324997,-0.061098278
doc_0133,FBI Photo B3,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B3.pdf,agency_modality_controlled,1,-0.8069666,-0.0532925
doc_0135,FBI Photo B5,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B5.pdf,agency_modality_controlled,1,-0.8096803,-0.061912537
doc_0136,FBI Photo B6,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B6.pdf,agency_modality_controlled,1,-0.7976061,-0.045674436
doc_0138,FBI Photo B8,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B8.pdf,agency_modality_controlled,1,-0.8107599,-0.07655193
doc_0137,FBI Photo B7,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B7.pdf,agency_modality_controlled,1,-0.8109084,-0.058136668
doc_0139,FBI Photo B9,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B9.pdf,agency_modality_controlled,1,-0.8465825,-0.06943779
doc_0140,FBI September 2023 Sighting - Composite Sketch,FBI,PDF,ufo_release/FBI/PDF/FBI_September_2023_Sighting_-_Composite_Sketch.pdf,agency_modality_controlled,0,-0.030012196,0.052512407
doc_0141,FBI September 2023 Sighting - Serial 3,FBI,PDF,ufo_release/FBI/PDF/FBI_September_2023_Sighting_-_Serial_3.pdf,agency_modality_controlled,0,0.34977916,0.43889344
doc_0142,FBI September 2023 Sighting - Serial 4,FBI,PDF,ufo_release/FBI/PDF/FBI_September_2023_Sighting_-_Serial_4.pdf,agency_modality_controlled,0,0.35802215,0.46261647
doc_0143,FBI September 2023 Sighting - Serial 5,FBI,PDF,ufo_release/FBI/PDF/FBI_September_2023_Sighting_-_Serial_5.pdf,agency_modality_controlled,0,0.363588,0.45195824
doc_0144,"NASA-UAP-VM1, Apollo 12, 1969",NASA,IMG,ufo_release/NASA/IMG/NASA-UAP-VM1__Apollo_12__1969.jpg,agency_modality_controlled,0,-0.025612544,-0.16347946
doc_0145,"NASA-UAP-VM2, Apollo 12, 1969",NASA,IMG,ufo_release/NASA/IMG/NASA-UAP-VM2__Apollo_12__1969.jpg,agency_modality_controlled,0,0.118725605,-0.11935439
doc_0146,"NASA-UAP-VM3, Apollo 12, 1969",NASA,IMG,ufo_release/NASA/IMG/NASA-UAP-VM3__Apollo_12__1969.jpg,agency_modality_controlled,0,0.06869064,-0.12542951
doc_0147,"NASA-UAP-VM4, Apollo 12, 1969",NASA,IMG,ufo_release/NASA/IMG/NASA-UAP-VM4__Apollo_12__1969.jpg,agency_modality_controlled,0,-0.020832278,-0.12587515
doc_0150,255_413270_UFO's_and_Defense_What_Should_we_Prepare_For,NASA,PDF,ufo_release/NASA/PDF/255_413270_UFO_s_and_Defense_What_Should_we_Prepare_For.pdf,agency_modality_controlled,2,0.071639016,-0.00497472
doc_0149,"NASA-UAP-VM6, Apollo 17, 1972",NASA,IMG,ufo_release/NASA/IMG/NASA-UAP-VM6__Apollo_17__1972.jpg,agency_modality_controlled,0,0.018141897,-0.06571135
doc_0148,"NASA-UAP-VM5, Apollo 12, 1969",NASA,IMG,ufo_release/NASA/IMG/NASA-UAP-VM5__Apollo_12__1969.jpg,agency_modality_controlled,0,0.09626384,-0.15249091
doc_0151,255_t_763_r1b_transcripts,NASA,PDF,ufo_release/NASA/PDF/255_t_763_r1b_transcripts.pdf,agency_modality_controlled,4,-0.039841335,-0.040825456
doc_0152,"NASA-UAP-D1, Apollo 12 Transcript, 1969",NASA,PDF,ufo_release/NASA/PDF/NASA-UAP-D1__Apollo_12_Transcript__1969.pdf,agency_modality_controlled,4,0.044073146,0.05960012
doc_0153,"NASA-UAP-D2, Apollo 17 Transcript, 1972",NASA,PDF,ufo_release/NASA/PDF/NASA-UAP-D2__Apollo_17_Transcript__1972.pdf,agency_modality_controlled,4,0.09344162,0.1864522
doc_0156,"NASA-UAP-D5, Apollo 17 Crew Debriefing for Science, 1973",NASA,PDF,ufo_release/NASA/PDF/NASA-UAP-D5__Apollo_17_Crew_Debriefing_for_Science__1973.pdf,agency_modality_controlled,4,0.10625266,0.05799115
doc_0154,"NASA-UAP-D3, Gemini 7 Transcript, 1965",NASA,PDF,ufo_release/NASA/PDF/NASA-UAP-D3__Gemini_7_Transcript__1965.pdf,agency_modality_controlled,4,-0.0061244094,-0.033175707
doc_0155,"NASA-UAP-D4, Apollo 11 Technical Crew Debriefing, 1969",NASA,PDF,ufo_release/NASA/PDF/NASA-UAP-D4__Apollo_11_Technical_Crew_Debriefing__1969.pdf,agency_modality_controlled,4,0.12555495,0.065648
doc_0157,"NASA-UAP-D6, Apollo 17 Technical Crew Debriefing, 1973",NASA,PDF,ufo_release/NASA/PDF/NASA-UAP-D6__Apollo_17_Technical_Crew_Debriefing__1973.pdf,agency_modality_controlled,4,-0.07398885,0.14118896
doc_0159,255-t-763-r1b-excerpt,NASA,VID,ufo_release/NASA/VID/255-t-763-r1b-excerpt.mp4,agency_modality_controlled,4,-0.09366954,-0.11655846
doc_0158,"NASA-UAP-D7, Skylab Techincal Crew Debriefing 1973",NASA,PDF,ufo_release/NASA/PDF/NASA-UAP-D7__Skylab_Techincal_Crew_Debriefing_1973.pdf,agency_modality_controlled,4,0.039477177,0.14312364
